Timestamp,Temperature[K],Resistance_CH1[Ohm],Resistance_CH2[Ohm],Resistance_CH3[Ohm],Resistance_CH4[Ohm]
2025-10-31 16:38:15,2.439777e+02,3.493023e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 16:39:19,2.459985e+02,3.480116e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 16:40:22,2.480297e+02,3.466665e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 16:41:25,2.500280e+02,3.452407e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 16:42:27,2.520481e+02,3.438773e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 16:43:43,2.540331e+02,3.422305e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 16:45:07,2.560774e+02,3.404544e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:21:01,2.578889e+02,3.300269e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:27:50,2.599258e+02,3.287861e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:32:04,2.619349e+02,3.277341e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:35:39,2.639360e+02,3.266280e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:38:52,2.659372e+02,3.254226e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:41:45,2.679421e+02,3.241828e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:44:22,2.699393e+02,3.230972e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:46:59,2.719440e+02,3.217672e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:49:19,2.739430e+02,3.205747e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:51:36,2.759517e+02,3.194098e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:53:46,2.779456e+02,3.181822e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:55:52,2.799512e+02,3.169449e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:57:53,2.819518e+02,3.155747e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 17:59:46,2.839503e+02,3.143077e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 18:01:37,2.859536e+02,3.132355e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 18:02:47,2.879136e+02,3.123797e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 18:04:52,2.899546e+02,3.108818e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 18:06:00,2.919231e+02,3.100915e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 18:08:00,2.939622e+02,3.084917e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 18:09:07,2.959410e+02,3.076832e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 18:10:56,2.979580e+02,3.063458e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
2025-10-31 18:12:03,2.999426e+02,3.054163e+00,XXXXXXE0,XXXXXXE0,XXXXXXE0
